,input_queries
4120,scan video_games
4121,scan student
4122,scan staff_department_assignments
4123,scan staff_department_assignments wherestaff_id = 1
4124,scan staff_department_assignments wherejob_title_code = 'sales person'
4125,scan staff_department_assignments wherejob_title_code = 'clerical staff'
4126,scan staff_department_assignments
4127,scan station
4128,join station.id-route.station_id
4129,scan rooms
4130,scan rooms
4131,scan rooms
4132,scan rooms
4133,scan products
4134,scan products
4135,scan apartment_buildings
4136,scan apartment_buildings
4137,scan apartment_buildings
4138,scan enzyme
4139,scan medicine_enzyme_interaction
4140,scan enzyme
4141,join products_for_hire.product_id-products_booked.product_id
4142,scan products_for_hire
4143,scan products_for_hire
4144,scan video_games
4145,scan video_games group by gtype
4146,scan video_games group by gtype order by count ( * )  limit 1
4147,scan catalog_contents
4148,scan catalog_contents
4149,scan catalog_contents order by height desc limit 1
4150,scan professor
4151,scan professor
4152,scan professor
4153,scan professor
4154,scan professor
4155,scan professor
4156,scan professor
4157,scan professor
4158,scan professor
4159,scan professor
4160,scan captain order by age limit 1
4161,scan captain order by age limit 1
4162,scan captain order by age desc limit 1
4163,scan student
4164,scan student
4165,scan student
4166,scan acceptance
4167,scan submission order by scores desc limit 1
4168,scan submission
4169,scan submission
4170,scan submission
4171,scan list
4172,scan exhibition
4173,scan exhibition
4174,scan exhibition
4175,scan exhibition
4176,scan exhibition
4177,scan parties
4178,join parties.party_id-party_forms.party_id scan party_forms.form_id
4179,join parties.party_id-party_forms.party_id scan party_forms.form_id
4180,scan staff_department_assignments
4181,scan staff_department_assignments
4182,scan staff_department_assignments
4183,scan head
4184,scan head order by age desc limit 1
4185,scan head
4186,scan races
4187,scan races  order by date  limit 1
4188,scan races  order by date desc limit 1
4189,scan races  order by date desc limit 1
4190,join people.people_id-perpetrator.people_id scan perpetrator.country
4191,scan company
4192,scan company  order by market_value limit 1
4193,scan company
4194,scan problem_log
4195,scan problem_log order by log_entry_date asc limit 1
4196,scan problem_log order by log_entry_date desc limit 1
4197,scan problem_log order by log_entry_date desc limit 1
4198,scan program
4199,join program.program_id-broadcast.program_id scan broadcast.time_of_day
4200,scan personfriend
4201,scan personfriend
4202,join professor.emp_num-employee.emp_fname
4203,join professor.emp_num-employee.emp_fname
4204,scan professor
4205,scan county
4206,scan county
4207,scan county
4208,scan election
4209,join county.county_id-election.district scan county.population
4210,scan university order by enrollment desc limit 3
4211,scan university order by enrollment desc limit 1
4212,scan university
4213,join has_allergy.stuid-student.stuid
4214,scan student
4215,scan student
4216,scan parts
4217,scan parts
4218,scan parts order by chargeable_amount asc limit 1
4219,scan people
4220,scan people
4221,scan airport
4222,scan airport
4223,scan airport order by domestic_passengers desc limit 1
4224,scan airport
4225,scan catalogs
4226,scan catalogs group by date_of_latest_revision having count ( * )   >  1
4227,scan catalogs
4228,scan catalogs
4229,scan catalogs group by date_of_latest_revision having count ( * )   >  1
4230,scan artist
4231,scan grapes
4232,scan wine
4233,join grapes.grape-wine.grape scan grapes.color
4234,scan song
4235,scan song
4236,scan song
4237,scan song order by rating desc limit 3
4238,scan song order by rating desc limit 3
4239,join accounts.custid-accounts.name
4240,scan checking
4241,scan checking
4242,scan checking
4243,scan savings
4244,scan accounts
4245,join accounts.custid-checking.custid
4246,scan music_festival
4247,scan music_festival group by category having count ( * )   =  1
4248,scan music_festival group by category having count ( * )  > 1
4249,scan t1 scan t2
4250,scan people
4251,join gymnast.gymnast_id-people.people_id scan people.name
4252,join gymnast.gymnast_id-people.people_id scan people.name
4253,scan institution group by type order by count ( * )  desc limit 1
4254,scan institution group by type order by count ( * )  asc limit 1
4255,scan institution group by type order by count ( * )  desc limit 1
4256,scan customers
4257,scan customers
4258,scan customers
4259,scan products
4260,scan products
4261,scan products
4262,scan instructor
4263,scan instructor
4264,scan ship
4265,scan course
4266,scan department
4267,scan course
4268,scan course
4269,scan course
4270,join course.dept_code-department.dept_code scan course.crs_description
4271,scan student
4272,join department.dept_name-instructor.dept_name scan department.dept_name
4273,join department.dept_name-instructor.dept_name scan department.dept_name
4274,scan cinema
4275,scan cinema order by openning_year asc limit 1
4276,scan cinema
4277,scan cinema except select location
4278,scan branch order by membership_amount asc limit 1
4279,scan branch
4280,scan branch group by open_year having count ( * )    >=    2
4281,scan t1 scan t2
4282,join city.city_id-temperature.city_id scan temperature.mar
4283,join city.city_id-temperature.city_id scan temperature.mar
4284,scan complaints
4285,scan complaints
4286,scan complaints
4287,scan investors
4288,scan t1 scan t2
4289,scan marketing_regions
4290,scan stores
4291,join marketing_regions.marketing_region_code-stores.marketing_region_code scan stores.store_name
4292,scan stores
4293,join marketing_regions.marketing_region_code-stores.marketing_region_code scan stores.store_name
4294,scan t1 scan t2
4295,join editor.editor_id-journal_committee.editor_id scan editor.name
4296,scan editor.name
4297,join editor.editor_id-journal_committee.editor_id scan editor.name
4298,scan catalogs group by catalog_publisher order by catalog_publisher desc
4299,scan catalogs group by catalog_publisher
4300,scan catalogs group by catalog_publisher order by count ( * )  desc limit 1
4301,scan dorm_amenity.amenity_name
4302,scan t1 scan t2
4303,scan t1 scan t2
4304,scan faculty
4305,scan enroll
4306,scan class
4307,scan student
4308,join club.clubid-member_of_club.clubid scan club.clubname
4309,join club.clubid-member_of_club.clubid join member_of_club.stuid-student.stuid scan club.clubname
4310,join club.clubid-member_of_club.clubid join member_of_club.stuid-student.stuid scan club.clubname
4311,join club.clubid-member_of_club.clubid join member_of_club.stuid-student.stuid scan club.clubname scan member_of_club.position
4312,scan club
4313,join grapes.grape-wine.grape scan grapes.color
4314,join grapes.grape-wine.grape scan grapes.color scan wine.price
4315,join grapes.grape-wine.grape scan grapes.color scan wine.price
4316,scan employees
4317,scan employees
4318,scan employees
4319,scan cinema
4320,scan cinema
4321,scan cinema
4322,scan student
4323,scan student group by city_code order by count ( * )  desc limit 1
4324,join roles.role_code-employees.role_code scan employees.employee_name
4325,join roles.role_code-employees.role_code scan employees.employee_name
4326,scan student
4327,scan student
4328,scan student group by sex
4329,scan student
4330,scan student group by major order by count ( * )  desc limit 1
4331,scan student
4332,scan student
4333,join architect.id-bridge.architect_id scan architect.name
4334,join architect.id-bridge.architect_id scan architect.name
4335,join architect.id-bridge.architect_id scan bridge.name
4336,scan architect
4337,scan third_party_companies
4338,scan third_party_companies
4339,scan maintenance_engineers
4340,scan game
4341,scan game
4342,scan game
4343,scan game
4344,scan student
4345,scan student.city_code scan voting_record.election_cycle
4346,scan student.city_code scan voting_record.election_cycle
4347,scan faculty
4348,scan faculty
4349,scan faculty
4350,scan faculty
4351,scan problem_log
4352,scan problem_log
4353,scan airlines
4354,scan campuses
4355,join campuses.id-enrollments.campus scan campuses.campus
4356,join campuses.id-enrollments.campus scan enrollments.fte_ay
4357,join campuses.id-enrollments.campus scan enrollments.year
4358,scan employees
4359,scan employees
4360,scan allergy_type
4361,scan allergy_type
4362,scan allergy_type
4363,scan users group by role_code order by count ( * )  desc limit 1
4364,join student.stuid-has_allergy.stuid scan has_allergy.allergy scan student.sex
4365,scan t1 scan t2
4366,scan t1 scan t2
4367,scan t1 scan t2
4368,scan savings
4369,scan savings
4370,join files.f_id-song.languages
4371,join files.f_id-song.country
4372,scan people order by weight desc limit 1
4373,scan people order by weight desc limit 1
4374,scan people order by weight desc limit 1
4375,scan customers
4376,scan customers
4377,scan professor
4378,scan member
4379,scan member
4380,scan member
4381,scan member
4382,scan member
4383,scan district
4384,scan district
4385,scan district
4386,scan discount_coupons
4387,scan savings
4388,scan savings
4389,scan accounts
4390,join accounts.custid-accounts.name
4391,scan faculty
4392,scan t1 scan t2
4393,scan wrestler order by days_held limit 1
4394,scan wrestler
4395,scan customers
4396,scan customer_orders
4397,scan customers
4398,scan club
4399,join club.clubid-member_of_club.clubid join member_of_club.stuid-student.stuid scan club.clubname scan member_of_club.position
4400,join club.clubid-member_of_club.clubid join member_of_club.stuid-student.stuid scan club.clubname scan member_of_club.position
4401,scan room
4402,scan room
4403,scan room order by roomnumber desc
4404,scan rooms
4405,scan rooms
4406,scan rooms
4407,scan rooms group by decor
4408,scan participants_in_events
4409,join participants.participant_id-participants_in_events.participant_id scan participants.participant_details
4410,join participants.participant_id-participants_in_events.participant_id scan participants.participant_details
4411,scan dorm
4412,join student.stuid-lives_in.stuid join dorm.dormid-dorm.dorm_name
4413,scan movie
4414,scan movie
4415,scan movie
4416,scan project_staff
4417,scan project_staff
4418,scan project_staff
4419,scan entrepreneur
4420,scan entrepreneur group by investor having count ( * )  > 1
4421,scan entrepreneur
4422,scan song
4423,scan song order by rating desc limit 1
4424,scan song
4425,scan song
4426,scan song order by resolution desc limit 1
4427,scan journalist
4428,scan journalist
4429,scan journalist
4430,scan journalist
4431,scan journalist
4432,scan attribute_definitions group by attribute_data_type having count ( * )   >  3
4433,scan attribute_definitions
4434,scan attribute_definitions
4435,scan attribute_definitions except select attribute_data_type
4436,join apartment_bookings.apt_id-apartments.apt_id scan apartment_bookings.booking_status_code
4437,join apartment_bookings.apt_id-apartments.apt_id scan apartment_bookings.booking_status_code
4438,join apartment_bookings.apt_id-apartments.apt_id scan apartment_bookings.booking_status_code
4439,join accounts.custid-checking.custid join accounts.custid-savings.custid
4440,scan savings
4441,join accounts.custid-savings.custid scan savings.balance
4442,scan t1 scan t2
4443,scan browser
4444,scan browser order by market_share limit 2
4445,scan t1 scan t2
4446,scan t1 scan t2
4447,join ref_attraction_types.attraction_type_code-tourist_attractions.attraction_type_code
4448,scan tourist_attractions
4449,scan employees
4450,scan city
4451,scan city
4452,scan city
4453,scan student
4454,scan products
4455,scan products_in_events
4456,scan products order by product_price desc limit 1
4457,scan products
4458,scan student
4459,scan student
4460,scan student
4461,scan customers_cards group by card_type_code order by count ( * )  desc limit 1
4462,scan customers_cards group by card_type_code order by count ( * )  limit 1
4463,scan customers_cards
4464,scan customers_cards
4465,join problems.reported_by_staff_id-staff.staff_id scan staff.staff_id
4466,join dorm.dormid-has_amenity.dormid join has_amenity.amenid-dorm.dormid
4467,join student.stuid-lives_in.stuid scan lives_in.dormid
4468,join student.stuid-lives_in.stuid scan lives_in.dormid
4469,scan product_suppliers order by total_amount_purchased desc limit 1
4470,scan product_suppliers order by total_amount_purchased desc limit 3
4471,scan product_suppliers order by total_amount_purchased asc limit 3
4472,scan projects
4473,scan project_staff
4474,scan project_staff
4475,scan project_staff
4476,scan projects
4477,scan projects
4478,scan projects
4479,scan t1 scan t2
4480,scan t1 scan t2
4481,scan t1 scan t2
4482,scan teachers
4483,scan list
4484,scan list
4485,scan list
4486,scan county
4487,scan county
4488,scan personfriend
4489,scan files order by duration desc limit 1
4490,scan files order by duration limit 1
4491,scan student
4492,scan student
4493,scan student
4494,scan student order by age desc limit 1
4495,join grapes.grape-wine.grape scan grapes.grape
4496,join grapes.grape-wine.grape scan wine.price
4497,scan grapes
4498,join grapes.grape-wine.grape scan grapes.color scan wine.price
4499,scan stay
4500,join stay.patient-patient.ssn join prescribes.patient-patient.ssn join prescribes.medication-medication.code scan patient.name
4501,scan student
4502,scan student
4503,scan student order by advisor desc limit 1
4504,join assessment_notes.teacher_id-assessment_notes.teacher_id
4505,scan t1 scan t2
4506,join assessment_notes.teacher_id-teachers.teacher_id
4507,scan perpetrator
4508,scan perpetrator
4509,scan perpetrator
4510,join people.people_id-perpetrator.people_id scan perpetrator.country
4511,join people.people_id-perpetrator.people_id scan perpetrator.country
4512,join people.people_id-perpetrator.people_id scan perpetrator.country
4513,join people.people_id-perpetrator.people_id scan perpetrator.country
4514,scan wrestler
4515,scan elimination
4516,scan t1 scan t2
4517,join accelerator_compatible_browser.browser_id-browser.id join accelerator_compatible_browser.accelerator_id-web_client_accelerator.id
4518,join accelerator_compatible_browser.browser_id-browser.id join accelerator_compatible_browser.accelerator_id-web_client_accelerator.id
4519,join accelerator_compatible_browser.browser_id-browser.id
4520,scan staff_department_assignments
4521,join staff.staff_id-staff_department_assignments.staff_id scan staff_department_assignments.job_title_code
4522,scan branch order by membership_amount desc limit 3
4523,scan branch order by membership_amount desc limit 3
4524,scan branch order by membership_amount desc limit 3
4525,scan branch order by membership_amount desc limit 3
4526,scan branch order by membership_amount desc limit 1
4527,scan t1 scan t2
4528,scan t1 scan t2
4529,join architect.id-mill.architect_id scan architect.name
4530,scan student
4531,scan student group by sex
4532,scan student
4533,scan student
4534,scan club
4535,scan club
4536,scan faculty
4537,scan faculty group by rank order by count ( * ) desc limit 1
4538,scan faculty
4539,scan faculty
4540,join station_company.company_id-company.company_id
4541,scan gas_station
4542,join station_company.company_id-company.company_id
4543,scan gas_station order by open_year limit 1
4544,scan maintenance_contracts
4545,join maintenance_contracts.maintenance_contract_id-assets.maintenance_contract_id
4546,join maintenance_contracts.maintenance_contract_id-maintenance_contracts.maintenance_contract_id
4547,scan manager order by age desc limit 1
4548,scan manager
4549,scan manager order by age
4550,join customers.customer_id-customer_orders.customer_id join customer_orders.order_id-order_items.order_id scan customers.customer_name
4551,scan department
4552,scan lots
4553,scan lots
4554,join investors.investor_id-lots.investor_id scan investors.investor_details
4555,join investors.investor_id-lots.investor_id scan investors.investor_details
4556,scan school
4557,scan endowment
4558,scan instructor
4559,scan host
4560,scan country
4561,join country.country_id-roller_coaster.country_id scan country.name
4562,scan rooms order by baseprice desc limit 3
4563,scan rooms order by baseprice desc limit 3
4564,scan rooms order by baseprice limit 3
4565,scan rooms order by baseprice desc limit 3
4566,scan rooms order by baseprice limit 3
4567,scan customers_cards group by customer_id having count ( * ) >1
4568,scan customers_cards group by customer_id having count ( * ) >1
4569,scan weekly_weather
4570,scan weekly_weather
4571,scan weekly_weather
4572,scan weekly_weather order by wind_speed_mph
4573,scan has_allergy
4574,scan t1 scan t2
4575,join student.stuid-has_allergy.stuid scan student.sex
4576,scan student
4577,scan student
4578,scan people
4579,scan people
4580,scan entrepreneur
4581,scan sportsinfo group by stuid
4582,scan sportsinfo group by stuid
4583,scan sportsinfo
4584,scan sportsinfo group by sportname order by count ( * )  desc limit 1
4585,scan sportsinfo order by hoursperweek desc limit 1
4586,scan complaints group by complaint_status_code having count ( * )   >  3
4587,scan driver
4588,scan driver
4589,scan driver
4590,scan program
4591,scan mountain
4592,scan mountain
4593,scan mountain
4594,scan degrees
4595,scan degrees group by year
4596,scan degrees group by year order by sum ( degrees )  desc limit 1
4597,scan project_staff
4598,scan project_staff
4599,scan project_staff
4600,scan happy_hour
4601,scan happy_hour
4602,scan happy_hour group by shop_id order by count ( * )  desc limit 1
4603,scan happy_hour group by shop_id order by count ( * )  asc limit 1
4604,scan races
4605,scan races order by date desc limit 1
4606,scan races order by date desc limit 1
4607,scan artist
4608,scan artist
4609,scan artist
4610,join country.country_id-roller_coaster.country_id scan country.name
4611,join country.country_id-roller_coaster.country_id scan country.name
4612,join country.country_id-roller_coaster.country_id scan country.name
4613,join country.country_id-roller_coaster.country_id scan country.name
4614,join country.country_id-roller_coaster.country_id scan country.name
4615,join country.country_id-roller_coaster.country_id scan country.name
4616,scan tryout
4617,scan t1 scan t2
4618,scan game
4619,scan game
4620,scan manager
4621,scan manager
4622,scan manager
4623,join csu_fees.campus-campuses.id scan campuses.campus scan csu_fees.year
4624,scan campuses
4625,join csu_fees.campus-campuses.id scan campuses.campus
4626,join csu_fees.campus-campuses.id scan campuses.campus
4627,scan campuses
4628,scan campuses
4629,scan has_allergy group by allergy order by count ( * )  desc limit 1
4630,scan has_allergy
4631,scan has_allergy group by allergy order by count ( * )  asc  limit 1
4632,scan railway group by location having count ( * )    >=   2
4633,scan railway order by built desc limit 1
4634,scan railway order by built asc limit 1
4635,scan railway order by built asc limit 1
4636,scan member_of_club
4637,scan club
4638,scan student
4639,scan member_of_club
4640,scan club
4641,scan gas_station
4642,scan gas_station
4643,scan gas_station
4644,scan gas_station
4645,scan gas_station
4646,join drivers.driverid-results.driverid
4647,join drivers.driverid-results.driverid join results.raceid-drivers.driverid
4648,scan t1 scan t2
4649,scan pilot
4650,scan dorm group by gender
4651,scan dorm group by gender
4652,scan dorm
4653,scan dorm order by student_capacity desc limit 1
4654,scan dorm order by student_capacity desc limit 2
4655,scan invoices
4656,scan invoices
4657,scan invoices
4658,scan employees
4659,scan physician
4660,join physician.employeeid-physician.employeeid
4661,scan physician
4662,scan physician
4663,scan church
4664,scan enzyme
4665,scan enzyme
4666,scan customers
4667,scan customers
4668,scan customers order by customer_name
4669,scan transactions
4670,scan transactions
4671,scan artist
4672,scan song
4673,scan department
4674,scan department
4675,join department.dept_code-professor.dept_code scan department.dept_name
4676,join department.dept_code-professor.dept_code scan department.dept_name
4677,scan technician order by age desc limit 1
4678,scan technician order by age desc limit 1
4679,scan technician order by age limit 2
4680,scan technician order by age  limit 3
4681,join course_authors_and_tutors.author_id-courses.author_id scan courses.course_name
4682,join course_authors_and_tutors.author_id-courses.author_id scan courses.course_name
4683,join course_authors_and_tutors.author_id-courses.author_id scan courses.course_name
4684,scan elimination
4685,scan elimination
4686,scan station
4687,scan parties
4688,scan parties
4689,scan party_services
4690,scan t1 scan t2
4691,scan rating
4692,scan customers
4693,scan rooms
4694,scan rooms
4695,scan rooms
4696,scan wine
4697,scan wine group by winery having count ( * )    >=    4
4698,scan classroom order by capacity desc limit 1
4699,scan classroom
4700,scan transactions
4701,join transactions.transaction_id-transactions_lots.lot_id
4702,scan t1 scan t2
4703,scan t1 scan t2
4704,join accelerator_compatible_browser.accelerator_id-web_client_accelerator.id join accelerator_compatible_browser.browser_id-browser.id scan browser.name
4705,join accelerator_compatible_browser.accelerator_id-web_client_accelerator.id join accelerator_compatible_browser.browser_id-browser.id scan browser.market_share
4706,join accelerator_compatible_browser.accelerator_id-web_client_accelerator.id
4707,join accelerator_compatible_browser.accelerator_id-web_client_accelerator.id join browser.id-accelerator_compatible_browser.browser_id scan accelerator_compatible_browser.compatible_since_year scan browser.market_share
4708,scan competition
4709,scan competition
4710,scan competition
4711,scan city
4712,scan city
4713,scan city
4714,scan sales
4715,scan purchases
4716,scan sales union select purchase_details
4717,scan sales union select purchase_transaction_id scan purchase_details
4718,scan student
4719,scan student
4720,scan student
4721,scan student
4722,scan student
4723,scan teachers
4724,join teachers.teacher_id-detention.teacher_id
4725,scan teachers except select t1.last_name
4726,scan teachers except select t1.last_name scan t1.teacher_id
4727,scan t1 scan t2
4728,join reservations.room-rooms.roomid
4729,join reservations.room-rooms.roomid scan rooms.beds
4730,join reservations.room-rooms.roomid scan reservations.adults
4731,join reservations.room-rooms.roomid scan reservations.adults
4732,join reservations.room-rooms.roomid scan reservations.adults scan reservations.checkin
4733,join reservations.room-rooms.roomid scan reservations.firstname
4734,scan activity
4735,scan t1 scan t2
4736,join activity.actid-participates_in.actid scan activity.activity_name
4737,scan hotels
4738,scan hotels
4739,join hotels.star_rating_code-ref_hotel_star_ratings.star_rating_code scan hotels.price_range
4740,scan student group by advisor order by count ( * )  desc limit 1
4741,scan student group by advisor order by count ( * )  asc limit 1
4742,scan student
4743,scan festival_detail order by year desc limit 3
4744,scan festival_detail order by year desc limit 3
4745,scan festival_detail order by num_of_audience desc limit 1
4746,scan festival_detail order by year desc limit 1
4747,scan festival_detail
4748,scan festival_detail
4749,join medicine_enzyme_interaction.medicine_id-medicine.id
4750,join medicine_enzyme_interaction.medicine_id-medicine.id
4751,join medicine_enzyme_interaction.medicine_id-medicine.id
4752,join entrepreneur.people_id-people.people_id
4753,join entrepreneur.people_id-people.people_id
4754,join entrepreneur.people_id-people.people_id
4755,scan t1 scan t2
4756,scan tourist_attractions
4757,scan tourist_attractions group by how_to_get_there order by count ( * )   limit 1
4758,scan tourist_attractions group by how_to_get_there order by count ( * )  desc limit 1
4759,scan bookings
4760,scan bookings
4761,scan products
4762,scan products
4763,scan products
4764,scan storm
4765,join storm.storm_id-storm.name
4766,scan student
4767,scan student
4768,scan student
4769,scan student
4770,scan employee
4771,scan professor
4772,scan professor
4773,scan catalog_contents order by height desc limit 1
4774,scan catalog_contents
4775,scan catalog_contents
4776,scan instructor
4777,scan instructor
4778,scan students
4779,scan students
4780,scan students
4781,scan invoices
4782,scan customers
4783,scan market
4784,scan film
4785,scan film
4786,join files.f_id-song.f_id scan files.formats scan song.resolution
4787,join files.f_id-song.f_id scan files.formats scan song.resolution
4788,scan faculty
4789,join faculty.facid-student.advisor scan student.sex
4790,join faculty.facid-student.advisor scan student.fname scan student.lname
4791,scan rooms
4792,scan rooms
4793,scan rooms
4794,scan rooms
4795,scan event
4796,scan event order by event_attendance desc
4797,scan event order by event_attendance desc
4798,scan school
4799,scan faculty
4800,scan faculty
4801,scan faculty
4802,scan courses group by author_id having count ( author_id ) >1
4803,scan dorm
4804,scan dorm
4805,scan dorm
4806,join category.category_id-film_category.category_id join film_category.film_id-film.film_id scan film.title
4807,join category.category_id-film_category.category_id join film_category.film_id-film.film_id scan category.name
4808,join dorm.dormid-has_amenity.dormid join has_amenity.amenid-dorm_amenity.amenid scan dorm.dorm_name
4809,join dorm.dormid-has_amenity.dormid join has_amenity.amenid-dorm_amenity.amenid join dorm.dorm_name-dorm_amenity.amenity_name
4810,join dorm.dormid-has_amenity.dormid join has_amenity.amenid-dorm_amenity.amenid join dorm.dorm_name-dorm_amenity.amenity_name
4811,scan has_amenity.amenid
4812,scan has_amenity.amenid
4813,scan has_amenity.amenid
4814,scan submission
4815,scan submission
4816,join acceptance.submission_id-submission.author
4817,scan financial_transactions
4818,scan financial_transactions
4819,scan financial_transactions
4820,scan catalog_contents
4821,scan catalog_contents
4822,scan catalog_contents
4823,join bookings.workshop_group_id-drama_workshop_groups.workshop_group_id scan bookings.status_code
4824,join bookings.workshop_group_id-drama_workshop_groups.workshop_group_id scan bookings.status_code
4825,join bookings.workshop_group_id-drama_workshop_groups.workshop_group_id scan bookings.status_code
4826,scan t1 scan t2
4827,scan t1 scan t2
4828,join third_party_companies.company_id-maintenance_contracts.maintenance_contract_company_id scan maintenance_contracts.maintenance_contract_id
4829,join assets.asset_id-assets.asset_id
4830,scan assets
4831,scan assets
4832,scan assets
4833,scan assets
4834,scan phone
4835,scan host
4836,scan employees order by salary desc limit 1
4837,scan employees order by salary limit 1
4838,scan performance
4839,scan bookings
4840,scan bookings
4841,scan bookings group by status_code order by count ( * )  desc limit 1
4842,join election.party-party.party_id scan party.party
4843,join election.party-party.party_id scan party.party
4844,join election.party-party.party_id scan party.party scan election.committee
4845,join election.party-party.party_id scan party.party scan election.committee
4846,join election.party-party.party_id scan party.party scan election.committee
4847,scan film
4848,join dorm.dormid-has_amenity.dormid scan dorm.student_capacity
4849,scan t1 scan t2
4850,scan t1 scan t2
4851,scan perpetrator
4852,scan perpetrator
4853,scan perpetrator
4854,scan branch
4855,scan branch
4856,scan branch
4857,scan complaints
4858,scan customers
4859,scan postseason
4860,scan postseason order by wins desc limit 1
4861,scan postseason order by year desc limit 2
4862,join club.clubid-member_of_club.clubid join member_of_club.stuid-student.stuid
4863,scan student
4864,join courses.course_id-student_course_enrolment.course_id scan courses.course_name
4865,join courses.course_id-student_course_enrolment.course_id scan courses.course_name
4866,join courses.course_id-student_course_enrolment.course_id scan courses.course_name
4867,join courses.course_id-student_course_enrolment.course_id scan courses.course_name
4868,join courses.course_id-student_course_enrolment.course_id scan courses.course_name
4869,scan patient
4870,scan settlements
4871,scan settlements
4872,scan settlements order by effective_date limit 1
4873,scan available_policies
4874,scan available_policies wherepolicy_id =  257
4875,scan available_policies
4876,scan available_policies group by policy_type_code order by count ( * )  desc limit 1
4877,scan skills
4878,scan skills
4879,scan part_faults
4880,scan skills
4881,scan professor
4882,join class.prof_num-employee.emp_num join employee.emp_num-professor.emp_num join department.dept_code-professor.dept_code
4883,scan professor
4884,join class.prof_num-employee.emp_num join employee.emp_num-professor.emp_num join department.dept_code-professor.dept_code scan professor.dept_code
4885,join class.prof_num-employee.emp_num join employee.emp_num-professor.emp_num join department.dept_code-professor.dept_code scan professor.dept_code
4886,join class.prof_num-employee.emp_num join employee.emp_num-professor.emp_num join department.dept_code-professor.dept_code scan department.dept_name
4887,scan artist
4888,scan song
4889,scan song
4890,scan student_course_registrations
4891,scan student_course_registrations
4892,scan student_course_registrations
4893,scan airport
4894,scan airport order by international_passengers desc limit 1
4895,scan airport
4896,join faculty.facid-faculty.facid
4897,scan t1 scan t2
4898,join employee.emp_num-professor.emp_num scan professor.prof_office
4899,join employee.emp_num-professor.emp_num scan professor.prof_office
4900,scan instructor
4901,scan instructor
4902,scan instructor
4903,scan apartments
4904,scan apartments
4905,scan apartments
4906,scan apartments
4907,join body_builder.people_id-people.people_id
4908,scan people
4909,scan people
4910,scan instructor group by dept_name order by avg ( salary )  desc limit 1
4911,scan instructor
4912,scan instructor group by dept_name order by avg ( salary )  asc limit 1
4913,join inst.instid-authorship.instid
4914,join inst.instid-authorship.instid
4915,join enzyme.id-medicine_enzyme_interaction.enzyme_id
4916,scan enzyme
4917,join enzyme.id-medicine_enzyme_interaction.enzyme_id scan medicine_enzyme_interaction.interaction_type
4918,scan professor
4919,scan professor
4920,scan professor
4921,scan lots except select t1.lot_details
4922,scan transactions_lots
4923,join lots.lot_id-transactions_lots.lot_id scan transactions_lots.transaction_id
4924,scan member
4925,scan staff
4926,scan course
4927,scan party
4928,join party_events.party_id-party_events.party_id
4929,join party_events.party_id-party_events.party_id
4930,scan transactions
4931,scan transactions
4932,scan transactions
4933,scan transactions group by transaction_type_code order by count ( * )  asc limit 1
4934,scan courses
4935,join courses.course_id-student_course_attendance.course_id join courses.course_name-student_course_attendance.date_of_attendance
4936,scan student_course_attendance
4937,join staff.staff_id-engineer_visits.contact_staff_id join engineer_visits.engineer_id-maintenance_engineers.engineer_id
4938,join staff.staff_id-engineer_visits.contact_staff_id join engineer_visits.engineer_id-maintenance_engineers.engineer_id
4939,scan customers_cards group by card_type_code having count ( * )    >=    5
4940,scan customers_cards
4941,scan customers_cards
4942,scan customers_cards
4943,scan transactions
4944,scan transactions
4945,scan track
4946,scan track
4947,scan track order by milliseconds desc limit 1
4948,scan subjects
4949,scan courses
4950,scan courses
4951,scan tourist_attractions
4952,scan tourist_attractions
4953,scan tourist_attractions
4954,scan movie
4955,scan movie group by director having count ( * )   =  1
4956,scan user_profiles
4957,scan user_profiles
4958,scan products
4959,scan orders
4960,join customer_orders.order_id-order_items.order_id join order_items.product_id-products.product_id scan products.product_price
4961,join customer_orders.order_id-order_items.order_id join order_items.product_id-products.product_id scan products.product_price
4962,join customer_orders.order_id-order_items.order_id join order_items.product_id-products.product_id scan products.product_price
4963,join customer_orders.order_id-order_items.order_id join order_items.product_id-products.product_id scan products.product_price
4964,join country.country_id-match_season.country scan country.capital
4965,join country.country_id-match_season.country scan country.capital
4966,scan enzyme
4967,scan enzyme order by name
4968,join medicine_enzyme_interaction.enzyme_id-enzyme.id
4969,scan party
4970,scan election
4971,scan party
4972,scan guests
4973,join apartment_bookings.guest_id-guests.guest_id scan guests.gender_code
4974,join apartment_bookings.guest_id-guests.guest_id scan guests.gender_code
4975,join apartment_bookings.guest_id-guests.guest_id scan guests.gender_code
4976,scan appointment order by start asc limit 1
4977,scan appointment
4978,scan appointment
4979,scan appointment
4980,join patient.ssn-appointment.patient scan appointment.patient
4981,scan campuses
4982,scan trip
4983,scan trip
4984,scan trip
4985,join employee.emp_num-class.prof_num
4986,join employee.emp_num-class.prof_num
4987,scan buildings
4988,join office_locations.building_id-buildings.id join office_locations.company_id-office_locations.building_id
4989,join office_locations.building_id-buildings.id join office_locations.company_id-office_locations.company_id
4990,join genres.id-tracks.genre_id scan genres.name
4991,join genres.id-tracks.genre_id scan genres.name
4992,join genres.id-tracks.genre_id scan genres.name
4993,join genres.id-tracks.genre_id scan genres.name
4994,join genres.id-tracks.genre_id scan genres.name scan tracks.name
4995,scan faculty
4996,scan faculty
4997,scan faculty
4998,scan captain
4999,scan captain
